Time,Mean Temperature (K),Std Dev,Uncertainty (K),Mean Quality Level,Non-Zero Count
1995-06-02 12:00:00,286.4511,0.9646131,0.4581758792483398,3.0,9.0
1995-06-08 12:00:00,289.06857,0.6161428,0.48193777764069784,3.3333333333333335,21.0
1995-06-24 12:00:00,285.28,0.0,0.5110000371932983,1.0,1.0
1995-06-27 12:00:00,291.5125,0.90639085,0.39336220699029595,3.8125,16.0
1995-06-30 12:00:00,293.4497,1.1084777,0.24844822050554016,4.17948717948718,39.0
1995-07-07 12:00:00,293.6685,0.63096815,0.42351182728711184,4.55,20.0
1995-07-10 12:00:00,297.561,0.6920217,0.4290711097230892,4.17948717948718,39.0
1995-07-13 12:00:00,297.1449,0.84569055,0.49099104558340817,3.883720930232558,43.0
1995-07-19 12:00:00,295.6462,0.8889401,0.43164371213042196,4.241379310344827,29.0
1995-07-22 12:00:00,298.81332,0.117280945,0.3627331533413217,2.3333333333333335,3.0
1995-07-26 12:00:00,295.49423,0.919202,0.38747694528853804,4.105263157894737,38.0
1995-07-29 12:00:00,295.7639,0.38043824,0.49357392450478366,4.583333333333333,36.0
1995-08-01 12:00:00,296.0934,0.48487344,0.3263340877589993,3.6097560975609757,41.0
1995-08-04 12:00:00,296.82147,0.44357002,0.26373434832448706,4.3,40.0
1995-08-17 12:00:00,293.6947,0.3285738,0.44903830536074096,4.235294117647059,34.0
1995-08-20 12:00:00,293.925,1.4203404,0.5518353262997278,3.5,26.0
1995-08-23 12:00:00,295.01886,0.55492824,0.5294984385984443,4.2,35.0
1995-09-02 12:00:00,289.18414,0.74721,0.4724604913901256,3.2413793103448274,29.0
1995-10-04 12:00:00,288.11996,0.37005165,0.4119709287556083,4.6,35.0
1995-10-13 12:00:00,288.24332,0.41708615,0.25372558952469465,5.0,3.0
1995-10-20 12:00:00,286.235,0.044998173,0.24650051490911762,3.0,2.0
1995-10-23 12:00:00,286.19498,0.21815939,0.19100437439220816,4.833333333333333,6.0
1995-10-26 12:00:00,284.8946,0.485601,0.21881623202833314,3.6923076923076925,13.0
1995-11-11 12:00:00,282.30212,0.8023808,0.2515281894875804,3.8484848484848486,33.0
1995-11-20 12:00:00,277.7457,2.355175,0.2612606927550411,1.5714285714285714,7.0
1995-11-30 12:00:00,279.89502,0.20500183,0.2277158357233,3.5,2.0
1995-12-06 12:00:00,277.38,1.4400024,0.21371126163955245,1.0,2.0
1995-12-13 12:00:00,278.2938,1.2518842,0.37137506838818407,3.9285714285714284,42.0
1995-12-19 12:00:00,273.13666,0.023564471,0.2541003865221491,2.3333333333333335,3.0
